"","FECHA_INGRESO","RESULTADO","RESULTADO_ACUM","RESULTADO7D","RESULTADO_ACUM7D"
"1","2020-03-12",1,1,0,0
"2","2020-03-14",3,4,0,0
"3","2020-03-16",3,7,0,0
"4","2020-03-17",2,9,0,0
"5","2020-03-18",1,10,0,0
"6","2020-03-19",5,15,0,0
"7","2020-03-20",1,16,0,0
"8","2020-03-21",3,19,2.71428571428571,11.5714285714286
"9","2020-03-22",2,21,2.85714285714286,14.4285714285714
"10","2020-03-23",3,24,2.85714285714286,17.2857142857143
"11","2020-03-24",4,28,3,20.2857142857143
"12","2020-03-25",5,33,3.42857142857143,23.7142857142857
"13","2020-03-26",5,38,4,27.7142857142857
"14","2020-03-27",5,43,4,31.7142857142857
"15","2020-03-28",5,48,4.57142857142857,36.2857142857143
"16","2020-03-29",2,50,4.42857142857143,40.7142857142857
"17","2020-03-30",15,65,6.28571428571429,47
"18","2020-03-31",11,76,7.42857142857143,54.4285714285714
"19","2020-04-01",15,91,9,63.4285714285714
"20","2020-04-02",11,102,9.85714285714286,73.2857142857143
"21","2020-04-03",9,111,10.4285714285714,83.7142857142857
"22","2020-04-04",7,118,10.7142857142857,94.4285714285714
"23","2020-04-05",9,127,11.2857142857143,105.714285714286
"24","2020-04-06",25,152,14.5714285714286,120.285714285714
"25","2020-04-07",19,171,15.1428571428571,135.428571428571
"26","2020-04-08",23,194,16.8571428571429,152.285714285714
"27","2020-04-09",5,199,15.4285714285714,167.714285714286
"28","2020-04-10",14,213,15.8571428571429,183.571428571429
"29","2020-04-11",13,226,16.4285714285714,200
"30","2020-04-12",19,245,18.1428571428571,218.142857142857
"31","2020-04-13",16,261,19.1428571428571,237.285714285714
"32","2020-04-14",15,276,17.7142857142857,255
"33","2020-04-15",17,293,17.4285714285714,272.428571428571
"34","2020-04-16",22,315,17.2857142857143,289.714285714286
"35","2020-04-17",26,341,20.2857142857143,310
"36","2020-04-18",32,373,22.8571428571429,332.857142857143
"37","2020-04-19",22,395,24.1428571428571,357
"38","2020-04-20",34,429,26.2857142857143,383.285714285714
"39","2020-04-21",32,461,28.5714285714286,411.857142857143
"40","2020-04-22",25,486,30,441.857142857143
"41","2020-04-23",38,524,33,474.857142857143
"42","2020-04-24",15,539,32,506.857142857143
"43","2020-04-25",24,563,31.7142857142857,538.571428571429
"44","2020-04-26",21,584,30.1428571428571,568.714285714286
"45","2020-04-27",29,613,31.1428571428571,599.857142857143
"46","2020-04-28",35,648,31.2857142857143,631.142857142857
"47","2020-04-29",30,678,31,662.142857142857
"48","2020-04-30",25,703,31,693.142857142857
"49","2020-05-01",26,729,29.2857142857143,722.428571428571
"50","2020-05-02",64,793,36.2857142857143,758.714285714286
"51","2020-05-03",23,816,36.1428571428571,794.857142857143
"52","2020-05-04",25,841,36.7142857142857,831.571428571429
"53","2020-05-05",19,860,35.2857142857143,866.857142857143
"54","2020-05-06",31,891,34.7142857142857,901.571428571429
"55","2020-05-07",29,920,34.5714285714286,936.142857142857
"56","2020-05-08",14,934,33,969.142857142857
"57","2020-05-09",13,947,31.1428571428571,1000.28571428571
"58","2020-05-10",14,961,24,1024.28571428571
"59","2020-05-11",29,990,24.8571428571429,1049.14285714286
"60","2020-05-12",29,1019,25.4285714285714,1074.57142857143
"61","2020-05-13",14,1033,24.7142857142857,1099.28571428571
"62","2020-05-14",29,1062,24.4285714285714,1123.71428571429
"63","2020-05-15",17,1079,22.7142857142857,1146.42857142857
"64","2020-05-16",8,1087,21.8571428571429,1168.28571428571
"65","2020-05-17",7,1094,21,1189.28571428571
"66","2020-05-18",31,1125,23.4285714285714,1212.71428571429
"67","2020-05-19",28,1153,23.2857142857143,1236
"68","2020-05-20",27,1180,23,1259
"69","2020-05-21",23,1203,24.2857142857143,1283.28571428571
"70","2020-05-22",26,1229,23.8571428571429,1307.14285714286
"71","2020-05-23",22,1251,24.5714285714286,1331.71428571429
"72","2020-05-24",22,1273,26.5714285714286,1358.28571428571
"73","2020-05-25",22,1295,28.7142857142857,1387
"74","2020-05-26",20,1315,27.1428571428571,1414.14285714286
"75","2020-05-27",22,1337,26.2857142857143,1440.42857142857
"76","2020-05-28",30,1367,26.7142857142857,1467.14285714286
"77","2020-05-29",21,1388,26.4285714285714,1493.57142857143
"78","2020-05-30",17,1405,25.1428571428571,1518.71428571429
"79","2020-05-31",10,1415,23.4285714285714,1542.14285714286
"80","2020-06-01",26,1441,24,1566.14285714286
"81","2020-06-02",39,1480,26.4285714285714,1592.57142857143
"82","2020-06-03",25,1505,27.1428571428571,1619.71428571429
"83","2020-06-04",18,1523,26.5714285714286,1646.28571428571
"84","2020-06-05",17,1540,24.7142857142857,1671
"85","2020-06-06",14,1554,23.7142857142857,1694.71428571429
"86","2020-06-07",16,1570,23.5714285714286,1718.28571428571
"87","2020-06-08",32,1602,26.7142857142857,1745
"88","2020-06-09",22,1624,26.1428571428571,1771.14285714286
"89","2020-06-10",23,1647,23.8571428571429,1795
"90","2020-06-11",28,1675,24.2857142857143,1819.28571428571
"91","2020-06-12",20,1695,24.5714285714286,1843.85714285714
"92","2020-06-13",14,1709,24.1428571428571,1868
"93","2020-06-14",20,1729,25,1893
"94","2020-06-15",39,1768,28.2857142857143,1921.28571428571
"95","2020-06-16",29,1797,27.8571428571429,1949.14285714286
"96","2020-06-17",26,1823,28.4285714285714,1977.57142857143
"97","2020-06-18",39,1862,30.7142857142857,2008.28571428571
"98","2020-06-19",26,1888,30.4285714285714,2038.71428571429
"99","2020-06-20",21,1909,30.5714285714286,2069.28571428571
