"","FECHA_DEF","RESULTADO","RESULTADO_ACUM","RESULTADO7D","RESULTADO_ACUM7D"
"1","2020-04-14",1,1,0,0
"2","2020-04-15",1,2,0,0
"3","2020-04-18",1,3,0,0
"4","2020-04-20",3,6,0,0
"5","2020-04-21",2,8,0,0
"6","2020-04-22",1,9,0,0
"7","2020-04-23",3,12,0,0
"8","2020-04-24",2,14,2,7.85714285714286
"9","2020-04-25",2,16,2.14285714285714,10
"10","2020-04-28",2,18,2.28571428571429,12.2857142857143
"11","2020-04-29",1,19,2.28571428571429,14.5714285714286
"12","2020-04-30",2,21,2.14285714285714,16.7142857142857
"13","2020-05-01",3,24,2.28571428571429,19
"14","2020-05-03",1,25,2.28571428571429,21.2857142857143
"15","2020-05-04",2,27,2.14285714285714,23.4285714285714
"16","2020-05-06",5,32,2.57142857142857,26
"17","2020-05-07",1,33,2.42857142857143,28.4285714285714
"18","2020-05-08",1,34,2.28571428571429,30.7142857142857
"19","2020-05-09",1,35,2.28571428571429,33
"20","2020-05-11",1,36,2.14285714285714,35.1428571428571
"21","2020-05-13",2,38,2,37.1428571428571
"22","2020-05-14",3,41,2.28571428571429,39.4285714285714
"23","2020-05-15",1,42,2.14285714285714,41.5714285714286
"24","2020-05-16",1,43,1.57142857142857,43.1428571428571
"25","2020-05-17",3,46,1.85714285714286,45
"26","2020-05-18",1,47,1.85714285714286,46.8571428571429
"27","2020-05-19",1,48,1.85714285714286,48.7142857142857
"28","2020-05-20",5,53,2.42857142857143,51.1428571428571
"29","2020-05-21",1,54,2.28571428571429,53.4285714285714
"30","2020-05-22",2,56,2.14285714285714,55.5714285714286
"31","2020-05-23",1,57,2.14285714285714,57.7142857142857
"32","2020-05-24",1,58,2.14285714285714,59.8571428571429
"33","2020-05-25",2,60,2,61.8571428571429
"34","2020-05-26",4,64,2.42857142857143,64.2857142857143
"35","2020-05-27",1,65,2.42857142857143,66.7142857142857
"36","2020-05-28",2,67,2,68.7142857142857
"37","2020-05-29",3,70,2.28571428571429,71
"38","2020-05-30",4,74,2.57142857142857,73.5714285714286
"39","2020-06-01",6,80,3.28571428571429,76.8571428571429
"40","2020-06-02",2,82,3.42857142857143,80.2857142857143
"41","2020-06-03",2,84,3.42857142857143,83.7142857142857
"42","2020-06-04",2,86,3.14285714285714,86.8571428571429
"43","2020-06-05",1,87,3.14285714285714,90
"44","2020-06-07",3,90,3.28571428571429,93.2857142857143
"45","2020-06-08",1,91,3,96.2857142857143
"46","2020-06-09",1,92,2.57142857142857,98.8571428571429
"47","2020-06-10",2,94,2,100.857142857143
"48","2020-06-11",1,95,1.85714285714286,102.714285714286
"49","2020-06-12",1,96,1.71428571428571,104.428571428571
"50","2020-06-13",1,97,1.57142857142857,106
"51","2020-06-14",3,100,1.85714285714286,107.857142857143
"52","2020-06-15",3,103,1.85714285714286,109.714285714286
"53","2020-06-16",1,104,1.85714285714286,111.571428571429
"54","2020-06-17",1,105,1.85714285714286,113.428571428571
"55","2020-06-18",1,106,1.71428571428571,115.142857142857
"56","2020-06-19",1,107,1.71428571428571,116.857142857143
"57","2020-06-20",1,108,1.71428571428571,118.571428571429
"58","2020-06-21",2,110,1.85714285714286,120.428571428571
"59","2020-06-22",2,112,1.71428571428571,122.142857142857
"60","2020-06-23",1,113,1.42857142857143,123.571428571429
"61","2020-06-24",3,116,1.71428571428571,125.285714285714
"62","2020-06-25",5,121,2.28571428571429,127.571428571429
"63","2020-06-26",1,122,2.28571428571429,129.857142857143
"64","2020-06-27",3,125,2.57142857142857,132.428571428571
"65","2020-06-28",4,129,3,135.428571428571
"66","2020-06-29",2,131,3,138.428571428571
"67","2020-06-30",3,134,3.14285714285714,141.571428571429
"68","2020-07-01",3,137,3.42857142857143,145
"69","2020-07-02",3,140,3.42857142857143,148.428571428571
"70","2020-07-04",3,143,3.14285714285714,151.571428571429
"71","2020-07-05",2,145,3.28571428571429,154.857142857143
"72","2020-07-06",5,150,3.57142857142857,158.428571428571
"73","2020-07-07",4,154,3.57142857142857,162
"74","2020-07-09",2,156,3.57142857142857,165.571428571429
"75","2020-07-10",1,157,3.28571428571429,168.857142857143
"76","9999-99-99",1526,1683,220.857142857143,389.714285714286
