"","FECHA_DEF","RESULTADO","RESULTADO_ACUM","RESULTADO7D","RESULTADO_ACUM7D"
"1","2020-03-28",1,1,0,0
"2","2020-04-05",1,2,0,0
"3","2020-04-08",1,3,0,0
"4","2020-04-10",1,4,0,0
"5","2020-04-11",1,5,0,0
"6","2020-04-19",1,6,0,0
"7","2020-04-20",3,9,0,0
"8","2020-04-21",1,10,1.42857142857143,5.71428571428571
"9","2020-04-22",2,12,1.57142857142857,7.28571428571429
"10","2020-04-23",1,13,1.57142857142857,8.85714285714286
"11","2020-04-26",1,14,1.57142857142857,10.4285714285714
"12","2020-04-27",1,15,1.57142857142857,12
"13","2020-04-28",2,17,1.71428571428571,13.7142857142857
"14","2020-04-29",1,18,1.71428571428571,15.4285714285714
"15","2020-04-30",1,19,1.42857142857143,16.8571428571429
"16","2020-05-01",1,20,1.42857142857143,18.2857142857143
"17","2020-05-03",3,23,1.57142857142857,19.8571428571429
"18","2020-05-04",3,26,1.85714285714286,21.7142857142857
"19","2020-05-06",1,27,1.85714285714286,23.5714285714286
"20","2020-05-08",1,28,1.85714285714286,25.4285714285714
"21","2020-05-09",1,29,1.71428571428571,27.1428571428571
"22","2020-05-10",1,30,1.71428571428571,28.8571428571429
"23","2020-05-11",2,32,1.85714285714286,30.7142857142857
"24","2020-05-12",2,34,2,32.7142857142857
"25","2020-05-13",2,36,1.85714285714286,34.5714285714286
"26","2020-05-14",1,37,1.57142857142857,36.1428571428571
"27","2020-05-15",4,41,2,38.1428571428571
"28","2020-05-16",2,43,2.14285714285714,40.2857142857143
"29","2020-05-17",2,45,2.28571428571429,42.5714285714286
"30","2020-05-18",1,46,2.28571428571429,44.8571428571429
"31","2020-05-19",1,47,2.14285714285714,47
"32","2020-05-20",2,49,2.14285714285714,49.1428571428571
"33","2020-05-21",2,51,2.14285714285714,51.2857142857143
"34","2020-05-22",7,58,3,54.2857142857143
"35","2020-05-23",3,61,2.85714285714286,57.1428571428571
"36","2020-05-24",2,63,2.85714285714286,60
"37","2020-05-25",5,68,3.28571428571429,63.2857142857143
"38","2020-05-26",4,72,3.71428571428571,67
"39","2020-05-27",1,73,3.71428571428571,70.7142857142857
"40","2020-05-28",1,74,3.57142857142857,74.2857142857143
"41","2020-05-29",2,76,3.57142857142857,77.8571428571429
"42","2020-05-30",3,79,3,80.8571428571429
"43","2020-05-31",2,81,2.85714285714286,83.7142857142857
"44","2020-06-01",5,86,3.28571428571429,87
"45","2020-06-02",6,92,3.42857142857143,90.4285714285714
"46","2020-06-03",4,96,3.42857142857143,93.8571428571429
"47","2020-06-04",8,104,4.42857142857143,98.2857142857143
"48","2020-06-05",1,105,4.42857142857143,102.714285714286
"49","2020-06-06",3,108,4.57142857142857,107.285714285714
"50","2020-06-07",2,110,4.42857142857143,111.714285714286
"51","2020-06-08",3,113,4.57142857142857,116.285714285714
"52","2020-06-09",2,115,4.14285714285714,120.428571428571
"53","2020-06-10",4,119,3.85714285714286,124.285714285714
"54","2020-06-11",2,121,3.57142857142857,127.857142857143
"55","2020-06-12",3,124,2.85714285714286,130.714285714286
"56","2020-06-13",8,132,3.85714285714286,134.571428571429
"57","2020-06-14",3,135,3.85714285714286,138.428571428571
"58","2020-06-15",5,140,4.28571428571429,142.714285714286
"59","2020-06-16",5,145,4.57142857142857,147.285714285714
"60","2020-06-17",1,146,4.42857142857143,151.714285714286
"61","2020-06-18",2,148,4.14285714285714,155.857142857143
"62","2020-06-19",3,151,4.28571428571429,160.142857142857
"63","2020-06-20",3,154,4.28571428571429,164.428571428571
"64","2020-06-21",7,161,4.14285714285714,168.571428571429
"65","2020-06-22",7,168,4.71428571428571,173.285714285714
"66","2020-06-23",2,170,4.28571428571429,177.571428571429
"67","2020-06-24",2,172,3.85714285714286,181.428571428571
"68","2020-06-25",1,173,3.85714285714286,185.285714285714
"69","2020-06-26",2,175,3.85714285714286,189.142857142857
"70","2020-06-27",2,177,3.71428571428571,192.857142857143
"71","2020-06-28",3,180,3.71428571428571,196.571428571429
"72","2020-06-29",3,183,3.14285714285714,199.714285714286
"73","2020-06-30",5,188,2.85714285714286,202.571428571429
"74","2020-07-01",1,189,2.71428571428571,205.285714285714
"75","2020-07-02",3,192,2.85714285714286,208.142857142857
"76","2020-07-03",3,195,3.14285714285714,211.285714285714
"77","2020-07-04",2,197,3.14285714285714,214.428571428571
"78","2020-07-05",6,203,3.71428571428571,218.142857142857
"79","2020-07-06",4,207,3.85714285714286,222
"80","2020-07-07",4,211,4,226
"81","2020-07-08",3,214,3.71428571428571,229.714285714286
"82","2020-07-09",2,216,3.85714285714286,233.571428571429
"83","2020-07-10",1,217,3.57142857142857,237.142857142857
"84","9999-99-99",1434,1651,208,445.142857142857
