"","FECHA_DEF","RESULTADO","RESULTADO_ACUM","RESULTADO7D","RESULTADO_ACUM7D"
"1","2020-04-07",1,1,0,0
"2","2020-04-14",1,2,0,0
"3","2020-04-21",1,3,0,0
"4","2020-04-22",2,5,0,0
"5","2020-04-28",1,6,0,0
"6","2020-05-07",1,7,0,0
"7","2020-05-15",1,8,0,0
"8","2020-05-16",1,9,1.28571428571429,5.85714285714286
"9","2020-05-22",1,10,1.28571428571429,7.14285714285714
"10","2020-05-24",1,11,1.28571428571429,8.42857142857143
"11","2020-05-25",2,13,1.42857142857143,9.85714285714286
"12","2020-05-28",2,15,1.42857142857143,11.2857142857143
"13","2020-05-29",1,16,1.42857142857143,12.7142857142857
"14","2020-05-30",1,17,1.42857142857143,14.1428571428571
"15","2020-05-31",1,18,1.42857142857143,15.5714285714286
"16","2020-06-04",1,19,1.42857142857143,17
"17","2020-06-06",1,20,1.42857142857143,18.4285714285714
"18","2020-06-07",1,21,1.42857142857143,19.8571428571429
"19","2020-06-08",1,22,1.28571428571429,21.1428571428571
"20","2020-06-10",1,23,1.14285714285714,22.2857142857143
"21","2020-06-14",3,26,1.42857142857143,23.7142857142857
"22","2020-06-15",1,27,1.42857142857143,25.1428571428571
"23","2020-06-16",1,28,1.42857142857143,26.5714285714286
"24","2020-06-19",1,29,1.42857142857143,28
"25","2020-06-21",3,32,1.71428571428571,29.7142857142857
"26","2020-06-23",1,33,1.71428571428571,31.4285714285714
"27","2020-06-24",1,34,1.71428571428571,33.1428571428571
"28","2020-06-25",1,35,1.71428571428571,34.8571428571429
"29","2020-06-27",2,37,1.57142857142857,36.4285714285714
"30","2020-06-29",3,40,1.85714285714286,38.2857142857143
"31","2020-06-30",3,43,2.14285714285714,40.4285714285714
"32","2020-07-01",3,46,2.42857142857143,42.8571428571429
"33","2020-07-02",3,49,2.42857142857143,45.2857142857143
"34","2020-07-03",4,53,2.85714285714286,48.1428571428571
"35","2020-07-04",1,54,2.85714285714286,51
"36","2020-07-06",1,55,2.85714285714286,53.8571428571429
"37","2020-07-07",1,56,2.71428571428571,56.5714285714286
"38","2020-07-09",1,57,2.42857142857143,59
"39","9999-99-99",1083,1140,156.714285714286,215.714285714286
